"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2015";"2016";"2017";"2018";"2019";"2020" 
"28116740 Scandlines A/S fusion og udlodning "; -1,1; 0,0; 0,0; 0,0; 0,0; 0,0
"281170 Københavns Havn A/S "; -644,4; 0,0; 0,0; 0,0; 0,0; 0,0
"28117010 Københavns Havn A/S "; -644,4; 0,0; 0,0; 0,0; 0,0; 0,0
"281171 Generelle puljer "; 12,8; 30,5; 17,8; 12,8; 12,8; 12,8
"28117130 Statistik og analyser "; 6,7; 10,9; 11,1; 11,1; 11,1; 11,1
"28117132 Landsdækkende trafikmodel "; 4,7; 1,7; 1,7; 1,7; 1,7; 1,7
"28117134 Strategiske analyser "; 0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"28117142 Sammenhængende kollektivt net i hovedstadsomr"; 0,4; 6,2; 5,0; 0,0; 0,0; 0,0
"28117144 Omlægning af S-Banen til metrodrift "; 0,7; 11,2; 0,0; 0,0; 0,0; 0,0
"28117145 Kollektiv trafik i yderområderne "; 0,0; 0,5; 0,0; 0,0; 0,0; 0,0
"28117170 Automatisk hastighedskontrol "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"281179 Reserve og budgetregulering "; 0,0; 5,6; 5,1; 4,9; 5,3; 4,7
"28117910 Budgetreg. vedr. Barselsfonden "; 0,0; 0,0; -1,5; -1,7; -2,0; -2,4
"28117930 Reserve "; 0,0; 5,6; 6,6; 6,6; 7,3; 7,1
"2812 Tilsyn og kommissioner "; 34,9; 34,7; 30,1; 25,9; 24,8; 24,2
"281203 Havarikommissionen "; 13,5; 13,4; 14,1; 13,6; 12,8; 12,5
"28120310 Almindelig virksomhed "; 13,5; 13,4; 14,1; 13,6; 12,8; 12,5
"281204 Statens ekspropriationer på øerne "; 10,9; 11,8; 7,0; 4,1; 4,0; 3,9
"28120410 Almindelig virksomhed "; 10,9; 11,8; 7,0; 4,1; 4,0; 3,9
"281207 Havarikommissionen for Vejtrafikulykker "; 5,7; 4,6; 4,5; 4,4; 4,3; 4,2
"28120710 Almindelig virksomhed "; 5,7; 4,6; 4,5; 4,4; 4,3; 4,2
"281208 Statens ekspropriationer i Jylland "; 4,8; 4,9; 4,5; 3,8; 3,7; 3,6
"28120810 Almindelig virksomhed "; 4,8; 4,9; 4,5; 3,8; 3,7; 3,6
"282 Veje "; 4623,0; 4028,9; 3236,6; 2484,8; 2727,9; 2236,5
"2821 Vejdirektoratet "; 4623,0; 4028,9; 3236,6; 2484,8; 2727,9; 2236,5
"282110 Vejdirektoratet "; 260,5; 261,1; 256,9; 251,6; 241,9; 239,3
"28211010 Almindelig virksomhed (administration mv.) "; 259,3; 255,7; 252,6; 247,1; 241,9; 239,3
"28211025 Transportpuljer mv. "; 32,0; 5,4; 4,3; 4,5; 0,0; 0,0
"28211032 Storstrømsbroen "; -30,8; 0,0; 0,0; 0,0; 0,0; 0,0
"28211090 Indtægtsdækket virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28211092 Anlægsløn "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28211095 Tilskudsfinansieret forskningsvirksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28211097 Andre tilskudsfinansierede aktiviteter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"282120 Anlæg af hovedlandeveje mv. "; 2482,1; 2155,9; 1601,2; 895,6; 1205,2; 743,5
"28212010 Anlæg og forbedringer af hovedlandeveje "; 2364,0; 2017,7; 1586,6; 680,9; 1205,0; 743,3
"28212011 Anlæg af hovedlandeveje mv. for tredjepart "; 0,0; 0,0; 0,0; 204,6; 0,0; 0,0
"28212050 Forlodsovertagelser "; 47,7; 37,1; 14,6; 10,1; 0,2; 0,2
"28212052 Forlodsovertagelser, VD's togfondsprojekter "; 40,8; 101,1; 0,0; 0,0; 0,0; 0,0
"28212070 Færdiggørelsesarbejder "; 29,6; 0,0; 0,0; 0,0; 0,0; 0,0
"282123 Vejdirektoratets tilskudspulje "; 148,9; 12,0; 42,9; 80,3; 55,1; 42,4
"28212310 Statslig medfinansiering af cykelprojekter "; 25,1; 12,0; 0,0; 0,0; 0,0; 0,0
"28212311 Statslig medfinansiering af supercykelstier "; 97,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28212320 Medfinansiering af kommunale anlægsprojekter "; 26,7; 0,0; 42,9; 80,3; 55,1; 42,4
"282130 Vedligeholdelse og mindre anlægsprojekter "; 1046,0; 872,0; 605,5; 530,2; 511,0; 510,9
"28213010 Kapitalbevarende vedligeholdelse "; 751,0; 610,6; 574,3; 530,1; 510,9; 510,9
"28213011 Skibsstødssikring "; 48,8; 57,2; 0,0; 0,0; 0,0; 0,0
"28213025 Transportpuljer "; 162,9; 60,0; 6,3; 0,1; 0,1; 0,0
"28213026 Øvrige mindre anlægsprojekter "; 80,5; 53,1; 0,0; 0,0; 0,0; 0,0
"28213027 Medfinansieringspuljen "; 2,8; 91,1; 24,9; 0,0; 0,0; 0,0
"282131 Drift og vintertjeneste "; 685,5; 727,9; 730,1; 727,1; 714,7; 700,4
"28213110 Løbende drift af veje mv. "; 473,9; 482,9; 484,0; 481,0; 468,6; 454,3
"28213115 Vintertjeneste "; 194,9; 228,7; 230,1; 230,1; 230,1; 230,1
"28213135 Kliplev - Sønderborg "; 16,7; 16,3; 16,0; 16,0; 16,0; 16,0
"285 Trafik og byggeri mv. "; 5872,0; 5975,5; 6277,0; 6016,9; 6017,1; 6015,5
"2851 Trafik- og Byggestyrelsen "; 77,1; 141,9; 136,9; 131,8; 128,0; 126,9
"285101 Trafik- og Byggestyrelsen "; 116,6; 161,9; 102,1; 97,9; 94,8; 94,3
"28510110 Almindelig virksomhed "; 112,4; 143,8; 109,2; 103,4; 99,4; 99,3
"28510112 Taksationskommissioner "; 1,3; 1,3; 1,5; 2,3; 3,2; 2,8
"28510120 Lufttrafiktjeneste Danmark "; -0,9; -2,5; -2,1; -2,4; -2,4; -2,4
"28510121 Gebyrfinansieret tilsyn med civil luftfart "; -1,5; -4,6; -6,5; -5,4; -5,4; -5,4
"28510122 Gebyrfinansierede opgaver mv. på vejområdet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28510123 Gebyrfinansieret posttilsyn "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28510125 Gebyrfinansierede opgaver mv. med jernbaner "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28510126 Tilsyn med syns- og omsynsvirksomheder "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28510127 Beslutningsgrundlag, koll. trafik "; 3,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28510128 Gebyrfinansierede opgaver mv. på byggeområdet"; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28510129 Færdselsrelaterede puljer "; 0,0; 22,9; 0,0; 0,0; 0,0; 0,0
"28510131 Togfonden DK "; 2,0; 1,0; 0,0; 0,0; 0,0; 0,0
"28510132 Jernbanenævnet "; 0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"285103 Lokomotivføreruddannelsen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28510310 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"285104 Udlånte tjenestemænd "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28510440 Tjenestemænd ved Odense Lufthavn "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"285107 Trafik- og Byggestyrelsens tilskudspulje "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28510710 Veterantog "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"285108 Færdselsstyrelsen "; 0,0; 0,0; 64,8; 63,9; 63,2; 62,6
"28510810 Almindelig virksomhed "; 0,0; 0,0; 42,5; 42,4; 42,4; 42,0
"28510820 Bilsyn og alkohollåse "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28510821 Færdselsrelaterede puljer "; 0,0; 0,0; 22,3; 21,5; 20,8; 20,6
"285109 Administartive bøder ifm. manglende syn mv. "; -39,5; -20,0; -30,0; -30,0; -30,0; -30,0
"28510910 Administrative bøder "; -39,5; -20,0; -30,0; -30,0; -30,0; -30,0
"285111 Udligningsordning på postområdet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28511110 Udligningsordning på postområdet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"2852 Jernbanetrafik "; 4747,9; 4579,9; 4865,5; 4647,6; 4647,5; 4647,5
"285201 Indkøb af jernbanetrafik, DSB "; 4190,9; 4075,0; 4317,7; 4064,5; 4064,5; 4069,8
"28520110 Betaling til DSB, jf. forhandlet kontrakt "; 3578,7; 4029,5; 4015,3; 3978,3; 3978,3; 3978,3
"28520120 Betaling til DSB S-tog A/S "; 581,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28520130 Forbedring af den kollektive trafik "; 31,2; 45,5; 302,4; 86,2; 86,2; 91,5
"285203 Jernbanetrafik, Midt- og Vestjylland "; 221,6; 252,7; 238,6; 236,2; 236,2; 236,2
"28520310 Fast vederlag til Arriva "; 193,7; 224,7; 212,3; 210,0; 210,0; 210,0
"28520320 Variabelt vederlag til Arriva "; 28,0; 28,0; 26,3; 26,2; 26,2; 26,2
"285205 Indkøb af jernbanetrafik, Helsingør-Peberholm "; 113,2; 0,0; 0,0; 0,0; 0,0; 0,0
"28520510 Togbetjening af Helsingør-Peberholm "; 643,3; 0,0; 0,0; 0,0; 0,0; 0,0
"28520520 Billetindtægter Øresundstrafikken "; -530,2; 0,0; 0,0; 0,0; 0,0; 0,0
"285211 Tilskud til særlige rabatter "; 115,4; 116,5; 117,8; 117,8; 117,8; 117,8
"28521110 Almindelig virksomhed "; 115,4; 116,5; 117,8; 117,8; 117,8; 117,8
"285212 Reserve til indkøb af jernbanetrafik "; 0,0; 11,3; 8,4; 6,1; 6,0; 0,7
"28521210 Reserve til indkøb af jernbanetrafik "; 0,0; 11,3; 8,4; 6,1; 6,0; 0,7
"285214 Investeringstilskud mv. vedr. privatbanerne "; 106,8; 108,2; 110,0; 110,0; 110,0; 110,0
"28521410 Investeringstilskud til privatbanerne "; 93,4; 94,6; 96,2; 96,2; 96,2; 96,2
"28521420 Investeringstilskud til Lille Nord "; 12,7; 12,9; 13,1; 13,1; 13,1; 13,1
"28521440 Nedsat takst for cykelmedtagning "; 0,7; 0,7; 0,7; 0,7; 0,7; 0,7
"285215 Tilskud til lokal og regional jernbanetrafik "; 0,0; 16,2; 73,0; 113,0; 113,0; 113,0
"28521510 Driftstilskud til Grenaabanen "; 0,0; 16,2; 46,3; 46,8; 46,8; 46,8
"28521520 Skørping-Frederikshavn "; 0,0; 0,0; 26,7; 66,2; 66,2; 66,2
"2853 Kollektiv Trafik "; 705,0; 854,8; 849,9; 805,8; 799,7; 799,7
"285301 Takstnedsættelse i den kollektive trafik "; 310,9; 449,7; 452,4; 468,4; 468,4; 468,4
"28530110 Takstnedsættelser i lokaltrafikken "; 175,0; 312,8; 314,6; 330,6; 330,6; 330,6
"28530120 Aldersgrænse for børns betaling "; 76,7; 77,2; 77,7; 77,7; 77,7; 77,7
"28530130 Gratisgrænse op til 12 år "; 50,3; 50,7; 51,0; 51,0; 51,0; 51,0
"28530140 Gratis færgetransport for beboere på små øer "; 8,9; 9,0; 9,1; 9,1; 9,1; 9,1
"285302 Puljer til den kollektive trafik "; 33,1; 59,2; 52,5; 6,1; 0,0; 0,0
"28530210 Bedre fremkommelighed for busser "; -2,2; 0,0; 0,0; 0,0; 0,0; 0,0
"28530220 Buspassagerpulje "; -4,3; 0,0; 0,0; 0,0; 0,0; 0,0
"28530230 Pulje til kollektiv trafik i yderområder "; 33,1; 53,1; 46,4; 0,0; 0,0; 0,0
"28530240 Passagerpulsen "; 6,4; 6,1; 6,1; 6,1; 0,0; 0,0
"285303 Rabatter til passagergrupper på fjernbusruter "; 23,7; 26,3; 26,5; 16,2; 16,2; 16,2
"28530310 Almindelig virksomhed "; 23,7; 26,3; 26,5; 16,2; 16,2; 16,2
"285304 Ungdomskort "; 251,4; 319,6; 318,5; 315,1; 315,1; 315,1
"28530420 Ungdomskort "; 251,4; 319,6; 318,5; 315,1; 315,1; 315,1
"285305 Puljer til den kollektive trafik mv. "; 85,8; 0,0; 0,0; 0,0; 0,0; 0,0
"28530510 Pulje til busfremkommelighed "; 50,6; 0,0; 0,0; 0,0; 0,0; 0,0
"28530520 Pulje til supercykelstier og cykelparkering "; 35,2; 0,0; 0,0; 0,0; 0,0; 0,0
"2854 Færgetrafik "; 269,4; 295,3; 337,7; 348,2; 367,0; 367,0
"285401 Samfundsbegrundede overfarter "; 40,3; 41,5; 45,6; 45,0; 44,2; 44,2
"28540110 Almindelig virksomhed "; 40,3; 41,5; 45,6; 45,0; 44,2; 44,2
"285402 Vederlag for færgebetjening af Bornholm "; 229,8; 252,8; 291,1; 301,1; 319,2; 319,2
"28540210 Vederlag til Bornholmstrafikken A/S "; 229,8; 252,8; 291,1; 301,1; 319,2; 319,2
"285403 Statslige aktiver vedr. Bornholm "; -0,7; 1,0; 1,0; 2,1; 3,6; 3,6
"28540310 Udestående forpligtelser i staten "; -0,7; 1,0; 1,0; 2,1; 3,6; 3,6
"2855 Transportsektorens energiforbrug "; -10,5; 0,0; 0,0; 0,0; 0,0; 0,0
"285502 Energiforbrug og CO2, nedbringning "; -10,5; 0,0; 0,0; 0,0; 0,0; 0,0
"28550210 energiforbrug og CO2-udledning "; -10,5; 0,0; 0,0; 0,0; 0,0; 0,0
"2856 Luftfart "; 44,9; 61,3; 60,7; 60,1; 59,6; 59,1
"285601 Lufttrafiktjeneste "; 13,4; 29,5; 29,3; 29,7; 29,7; 29,7
"28560110 Afgiftsfritagne flyvninger og internal tax "; 5,3; 8,5; 8,2; 8,6; 8,6; 8,6
"28560120 Flyvesikringstjeneste Grønland, intern fl. "; 20,8; 21,0; 21,1; 21,1; 21,1; 21,1
"28560130 Flyvesikringstjeneste Grønland, international"; -12,7; 0,0; 0,0; 0,0; 0,0; 0,0
"285602 Tilskud HCA Airport og Sønderborg Lufthavn "; 5,1; 5,4; 5,4; 5,4; 5,4; 5,4
"28560210 Tilskud til Hans Christian Andersen Airport "; 3,5; 3,9; 3,9; 3,9; 3,9; 3,9
"28560220 Sønderborg Lufthavn "; 1,6; 1,5; 1,5; 1,5; 1,5; 1,5
"285603 Lufthavnsdrift "; 26,4; 26,4; 26,0; 25,0; 24,5; 24,0
"28560310 Almindelig virksomhed "; 26,4; 26,4; 26,0; 25,0; 24,5; 24,0
"28560390 Indtægtsdækket virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"2857 Byggeri mv. "; 38,1; 42,3; 26,3; 23,4; 15,3; 15,3
"285701 Pulje til forskning på byggeområdet "; 25,4; 25,1; 13,1; 10,1; 10,1; 10,1
"28570110 Pulje til forskning på byggeområdet "; 25,4; 25,1; 13,1; 10,1; 10,1; 10,1
"285702 Byggeri "; 12,8; 17,2; 13,2; 13,3; 5,2; 5,2
"28570210 Standarder og markedskontrol for byggevarer "; 7,0; 8,1; 5,2; 5,2; 5,2; 5,2
"28570211 Tilgænglighedspulje "; 5,9; 8,0; 8,0; 8,1; 0,0; 0,0
"28570212 Tilskud til Dansk Arkitektur Center "; 0,0; 1,1; 0,0; 0,0; 0,0; 0,0
"28570214 Innovation og Produktivitet i byggeriet "; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"28570216 Arkitektkonkurrence "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"286 Baner "; 8165,8; 6492,1; 6790,0; 6747,4; 6145,4; 5510,1
"2863 Banedanmark "; 8066,7; 6451,3; 6790,0; 6747,4; 6145,4; 5510,1
"286301 Banedanmark "; 606,9; 610,5; 511,3; 482,5; 467,2; 454,4
"28630110 Almindelig virksomhed "; 483,7; 467,9; 465,7; 457,0; 435,8; 434,8
"28630120 Vedligehold og mindre fornyelsesopgaver "; 3,0; 18,8; 18,9; 18,9; 18,9; 18,9
"28630130 Forb. af anlægsprojekter, Grøn transportpol. "; 17,1; 0,0; 0,0; 0,0; 0,0; 0,0
"28630131 Forberedelse af anlægsprojekter, Togfonden DK"; 82,1; 105,4; 26,5; 6,6; 12,5; 0,9
"28630132 Forberedelse af anlægsprojekter, koll. trafik"; 21,0; 18,4; 0,2; 0,0; 0,0; -0,2
"28630140 Jernbaneanlæg ved Femern Bælt "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"286302 Banedanmark - puljeprojekter "; 228,6; 188,5; 139,0; 128,6; 67,3; 67,3
"28630270 Rådighedspuljer "; 52,5; 65,7; 53,3; 57,8; 59,1; 67,3
"28630272 Pulje til overkørsler "; 42,9; 58,4; 74,3; 70,8; 8,2; 0,0
"28630274 Transportpuljeprojekter "; 77,5; 49,2; 0,0; 0,0; 0,0; 0,0
"28630276 Investeringstilskud, Togfonden DK "; 53,5; 15,2; 11,4; 0,0; 0,0; 0,0
"28630278 Forbedring af den kollektive trafik "; 2,3; 0,0; 0,0; 0,0; 0,0; 0,0
"286304 Banedanmark - drift af jernbanenettet "; 363,9; 386,7; 372,6; 350,1; 331,8; 312,2
"28630410 Drift af jernbanenettet "; 318,7; 309,2; 309,6; 297,1; 290,4; 277,4
"28630420 Vejrafhængige aktiviteter "; 45,2; 77,5; 78,0; 78,0; 76,4; 74,8
"28630430 Negativ budgetregulering "; 0,0; 0,0; -15,0; -25,0; -35,0; -40,0
"286305 Banedk. - forny. og vedl.hold. af jernb.net "; 2342,0; 2107,3; 1874,9; 2249,0; 2947,5; 2620,9
"28630510 Fornyelse og vedligehold "; 2342,0; 2107,3; 1909,9; 2299,0; 3012,5; 2705,9
"28630520 Negativ budgetregulering "; 0,0; 0,0; -35,0; -50,0; -65,0; -85,0
"286306 Baneafgifter mv. "; 273,2; -30,4; -28,9; -49,2; -69,6; -89,9
"28630610 Baneafgifter "; -672,5; -744,7; -720,0; -720,0; -720,0; -720,0
"28630620 Godstogenens togkilometerafgift "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"28630630 Faste forbindelser "; 945,8; 714,3; 691,1; 670,8; 650,4; 630,1
"286307 Banedanmarks tilskudspulje "; 13,0; 0,0; 10,8; 5,3; 0,0; 0,0
"28630710 Tilskud til baneprojekter "; 13,0; 0,0; 10,8; 5,3; 0,0; 0,0
"286308 Anlægsprojekter på jernbanen "; 4239,1; 3188,7; 3784,6; 2672,7; 1426,4; 1333,9
"28630810 Aftaler om en grøn transportpolitik "; 3888,0; 2861,7; 3347,5; 2442,7; 1386,8; 1281,0
"28630820 Øvrige projekter "; 235,1; 69,7; 132,0; 136,7; 0,0; 0,0
"28630830 Aftale om Togfonden DK "; 112,5; 234,1; 237,1; 93,3; 39,6; 0,0
"28630840 Aftaler om kollektiv trafik "; 3,5; 23,2; 68,0; 0,0; 0,0; 52,9
"286320 Togfonden DK "; 0,0; 0,0; 125,7; 908,4; 974,8; 811,3
"28632010 Togfonden DK - Reserver "; 0,0; 0,0; 125,7; 908,4; 974,8; 811,3
"2864 Vejdirektoratet, baneområdet "; 99,1; 40,8; 0,0; 0,0; 0,0; 0,0
"286411 Forberedelse af togfondsprojekter, Vejdirekto "; 99,1; 40,8; 0,0; 0,0; 0,0; 0,0
"28641131 Forberedelse af anlægsprojekter, togfonden "; 99,1; 40,8; 0,0; 0,0; 0,0; 0,0
"287 Bygninger "; -496,5; -529,3; -565,6; -642,6; -645,6; -275,2
"2871 Fællesudgifter "; 19,6; 16,4; 16,9; 15,9; 15,6; 15,3
"287101 Bygningsstyrelsen "; 19,6; 16,4; 16,9; 15,9; 15,6; 15,3
"28710110 Almindelig virksomhed "; 19,6; 16,4; 16,9; 15,9; 15,6; 15,3
"2872 Kontorbygninger mv. "; -102,2; -107,9; -99,7; -141,3; -143,8; -143,8
"287201 Ejendomsvirksomhed vedr. kontorbygninger mv. "; -101,4; -111,0; -102,9; -144,0; -146,1; -146,1
"28720110 Almindelig virksomhed "; -106,0; -136,5; -102,9; -144,0; -146,1; -146,1
"28720160 Fremrykket vedligeh. med energioptimering "; 4,6; 25,5; 0,0; 0,0; 0,0; 0,0
"287202 Udvikling og opretning af Christianiaområdet "; 0,2; 0,5; 0,5; 0,5; 0,5; 0,5
"28720210 Udvikling og opretning af Christianiaområdet "; 0,2; 0,5; 0,5; 0,5; 0,5; 0,5
"287203 Vedligeh. og drift af Christianiaområdet "; -1,0; -1,4; -1,3; -1,3; -1,3; -1,3
"28720310 Brugsafgift for Christiania "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28720320 Lejeindtægter for Christiania "; -1,0; -1,4; -1,3; -1,3; -1,3; -1,3
"287204 Etablering af nye arkiver til Rigsarkivet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28720420 Regulering af aktiver og gældsforpligtelse "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"287205 OPP-aftaler som finansiel leasing "; 0,0; 4,0; 4,0; 3,5; 3,1; 3,1
"28720530 Landsarkivet for Nørrejylland i Viborg "; 0,0; 2,5; 2,5; 2,3; 2,1; 2,1
"28720531 Hovedpolitistationen i Holstebro "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28720532 Vestre Landsret i Viborg "; 0,0; 1,5; 1,5; 1,2; 1,0; 1,0
"28720533 Retten i Svendborg "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28720534 Kalvebod Brygge "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"2873 Uddannelses- og forskningsbygninger "; -413,9; -437,8; -482,8; -517,2; -517,4; -146,7
"287301 Ej.virksomhed uddannelses- og forskningsbygn. "; -462,3; -446,8; -491,7; -526,0; -526,0; -155,3
"28730110 Almindelig virksomhed "; -712,0; -1887,9; -2219,8; -2066,1; -2066,1; -2006,6
"28730120 Reinvestering i bygninger "; 0,0; 0,0; 103,4; 309,7; 309,7; 620,9
"28730140 Finansiering "; 0,0; 1031,6; 1145,6; 1230,4; 1230,4; 1230,4
"28730150 Modernisering af laboratorielokaler "; 240,3; 342,0; 445,9; 0,0; 0,0; 0,0
"28730160 Fremrykket vedligeh. med energioptimering "; 9,4; 25,5; 0,0; 0,0; 0,0; 0,0
"28730161 PCB-renovering af bygninger "; 0,0; 42,0; 33,2; 0,0; 0,0; 0,0
"287302 Bygherreforpligtelser "; 7,7; 9,0; 8,9; 8,8; 8,6; 8,6
"28730213 Kunstnerisk udsmykning "; 5,4; 6,5; 6,5; 6,4; 6,3; 6,3
"28730215 Udvikling og forsøgsbyggeri "; 2,2; 2,4; 2,3; 2,3; 2,2; 2,2
"28730231 Regensen, Bygnings- og brandforsikring "; 0,1; 0,1; 0,1; 0,1; 0,1; 0,1
"287303 Særlige anlægsopgaver "; 40,7; 0,0; 0,0; 0,0; 0,0; 0,0
"28730350 Teknologisk løft af laboratorielokaler "; 40,7; 0,0; 0,0; 0,0; 0,0; 0,0
"29 Energi-, Forsynings- og Klimaministeriet "; 1570,6; 2265,6; 3573,4; 3593,0; 3776,8; 3753,1
"291 Fællesudgifter "; 97,0; 98,6; 104,0; 101,7; 96,8; 92,1
"2911 Centralstyrelsen "; 97,0; 98,6; 104,0; 101,7; 96,8; 92,1
"291101 Departementet "; 91,4; 93,0; 88,1; 87,3; 85,5; 83,9
"29110110 Almindelig virksomhed "; 91,4; 93,0; 88,1; 87,3; 85,5; 83,9
"29110197 Andre tilskudsfinansierede aktiviteter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"291103 Sinks "; 5,6; 5,6; 5,7; 5,7; 5,7; 5,7
"29110310 Sinks "; 5,6; 5,6; 5,7; 5,7; 5,7; 5,7
"291179 Reserve og budgetregulering "; 0,0; 0,0; 10,2; 8,7; 5,6; 2,5
"29117932 Budgetregulering vedrørende den nye udbudslov"; 0,0; 0,0; -1,5; -6,0; -6,0; -6,0
"29117933 Reserve vedr. merudgifter sfa. udflytning "; 0,0; 0,0; 6,2; 9,2; 9,2; 9,2
"29117934 Budgetregulering vedr. omlægnin Barselsfonden"; 0,0; 0,0; -0,5; -0,5; -0,6; -0,7
"29117935 Reserve vedrørende analyser mv. i forsyningse"; 0,0; 0,0; 6,0; 6,0; 3,0; 0,0
"292 Energi og forsyning "; 935,9; 1616,7; 2875,5; 2933,7; 3137,7; 3135,5
"2921 Fællesudgifter "; -237,4; -318,1; -173,2; -196,7; -129,3; -148,3
"292101 Energistyrelsen "; 285,7; 302,7; 315,5; 297,3; 276,2; 271,0
"29210110 Almindelig virksomhed "; 266,5; 295,6; 311,9; 293,7; 275,1; 269,9
"29210115 Sanktionssystemet mv. "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"29210125 BedreBolig "; 5,1; 5,0; 0,0; 0,0; 0,0; 0,0
"29210126 Lokal rådgivning vedr. energibesparelser "; 5,0; 0,0; 0,0; 0,0; 0,0; 0,0
"29210127 Oplysning om omstilling af energisystemet "; 5,0; 1,0; 0,0; 0,0; 0,0; 0,0
"29210140 IRENA "; 1,1; 1,1; 1,1; 1,1; 1,1; 1,1
"29210150 Samsø Energiakademi "; 2,5; 0,0; 2,5; 2,5; 0,0; 0,0
"29210160 CO2-beregner "; 0,5; 0,0; 0,0; 0,0; 0,0; 0,0
"29210190 Indtægtsdækket virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"29210197 Andre tilskudsfinansierede aktiviteter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"292102 Energitilsynet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"29210210 Energitilsynet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"292104 Salg af CO2-kvoter "; -532,1; -629,8; -497,8; -503,1; -414,4; -428,0
"29210430 Salg af CO2-kvoter 2013-2020 "; -532,1; -629,8; -497,8; -503,1; -414,4; -428,0
"292107 Klimarådet "; 9,0; 9,0; 9,1; 9,1; 8,9; 8,7
"29210710 Klimarådet "; 9,0; 9,0; 9,1; 9,1; 8,9; 8,7
"2922 Forskning og udvikling "; 397,0; 182,5; 62,6; 62,6; 54,7; 54,7
"292201 Tilskud til energiforskning "; 397,0; 182,5; 62,6; 62,6; 54,7; 54,7
"29220110 Udbygn. af dansk energiforsk. og udvikling "; 387,0; 177,7; 53,1; 53,1; 53,1; 53,1
"29220120 Typegodk. og kva.sikr. af vedvar. energitekno"; 3,9; 4,8; 1,6; 1,6; 1,6; 1,6
"29220130 Fremme af nye energiteknologier "; 6,1; 0,0; 0,0; 0,0; 0,0; 0,0
"29220140 FUD inden for energieffektiv transport "; 0,0; 0,0; 7,9; 7,9; 0,0; 0,0
"2923 Efterforskning og indvinding af energi m.m. "; -212,7; -8,2; -6,7; -7,2; -7,2; -7,2
"292303 Gebyrindtægter i forbindelse med udbudsrunder "; -0,2; -2,2; -0,3; -0,8; -0,8; -0,8
"29230310 Gebyrindtægter i forbindelse med udbudsrunder"; -0,2; -2,2; -0,3; -0,8; -0,8; -0,8
"292304 Oversk. v. statsdel. i Nordsøakt. "; -206,4; 0,0; 0,0; 0,0; 0,0; 0,0
"29230430 Tilbagebetaling af OD vedrørende 2004-2006 "; -206,4; 0,0; 0,0; 0,0; 0,0; 0,0
"292306 Koncessionsafgift fra Akzo Nobel Salt A/S "; -6,1; -6,0; -6,4; -6,4; -6,4; -6,4
"29230610 Koncessionsafgift fra Akzo Nobel A/S "; -6,1; -6,0; -6,4; -6,4; -6,4; -6,4
"2924 Udnyt. af vedvar. energi og energibespar. "; 237,7; 494,5; 607,0; 605,3; 528,4; 524,6
"292401 Vedvarende energi "; 4,2; 0,0; 1,0; 1,0; 1,0; 0,0
